imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.001750349998474121, 0.006571412086486816, 0.0011662531586285442, 1.7080909650213087e-11, 1.9405210626098913e-05, 8.80222842170042e-07, -1.9405210626098907e-06, 0.0, 1731618860162992883, 
-0.01260596513748169, -0.004105567932128906, -0.007437774602269889, -2.781945033938595e-11, -9.925231699500187e-05, 2.802901854753363e-07, 9.924870318041515e-06, 1.4852784739183732e-13, 1731618860206830113, 
0.030587613582611084, -0.011222004890441895, 0.01609743072114336, 2.245308937951333e-09, 8.66805991338222e-05, 2.590324663636558e-05, -8.158271840227343e-06, 5.4182685572633515e-12, 1731618860256797747, 
-0.004449367523193359, -0.004576265811920166, 0.003399133342512281, -1.6076488007713402e-05, 0.0012633827364513257, -0.012724954634784801, 8.854134760429558e-06, 1.5720532561668269e-09, 1731618860307739249, 
0.01564878225326538, 0.018629848957061768, 0.011333510661194264, -0.004005230605189204, 0.023360554930338916, -0.17145271664704823, 0.0014528342723517658, -2.6002717044787707e-07, 1731618860357875621, 
1.4447200298309326, -0.4264625906944275, 0.8979514210788954, -0.04434305505579754, 0.11134307472344139, -0.3982560672582348, 0.0066958449282343915, -4.3857544437964815e-05, 1731618860403974325, 
0.5328086018562317, -0.22434955835342407, 0.6718720373251027, -0.09529975373059743, 0.16596259719495426, -0.5742242851179893, 0.016278491116727606, -0.0004214401236872843, 1731618860466863820, 
0.8763375282287598, -0.2919510006904602, 0.7977885915418412, -0.16003900964832776, 0.2123430762869227, -0.7536813182082729, 0.031082325826206555, -0.001773008317323474, 1731618860518717226, 
0.7715117931365967, -0.570356547832489, 0.7822701509282157, -0.319221286541246, 0.3290223579365156, -0.9702115337792312, 0.053472558136657945, -0.005249226595438283, 1731618860564653455, 
0.7992845773696899, -0.530123233795166, 0.7919011808572484, -0.44670252905687935, 0.3534750504057503, -1.2637455700030715, 0.08161605559888985, -0.012368204977807629, 1731618860707699403, 
0.23106008768081665, -0.5192881226539612, 0.44400003632441587, -0.5023988587680395, 0.34130673054733757, -1.4719863800000839, 0.11032987614525314, -0.023386225179026165, 1731618860804715023, 
-0.19151949882507324, 0.07754635810852051, 0.04630477456367593, -0.17020777726964142, 0.11712597817194792, -1.4532026107800462, 0.13286753083508882, -0.036272373057896504, 1731618860914732519, 
-0.2110334038734436, -0.25458937883377075, -0.11112801887406323, -0.2784533590370104, 0.19526860971191456, -1.426001646899728, 0.14425273487846677, -0.044786569238392915, 1731618861007657258, 
0.2170124650001526, -0.36364442110061646, 0.09299103291195615, -0.3573107313181143, 0.25964648977642013, -1.3761431230046368, 0.15939561082339299, -0.060132161373751686, 1731618861106834834, 
-0.6836878061294556, -0.4676133394241333, -0.38571276503637536, -0.42495453748862305, 0.31147383377940446, -1.3643346291155525, 0.17592623083218512, -0.0823371606295826, 1731618861204953370, 
0.1546657681465149, -0.7437102794647217, -0.049178618348537484, -0.5831574854559165, 0.41523044045514845, -1.404418916919235, 0.19243046966198252, -0.11252416769982307, 1731618861315718786, 
-0.09190189838409424, -0.36548393964767456, -0.07724771722100096, -0.41901873141853613, 0.33035104583027874, -1.2684044343356229, 0.20678853377647913, -0.15023592275152628, 1731618861407659417, 
0.004709720611572266, -0.8551077842712402, -0.022761172819353005, -0.5773011837550461, 0.5234250666706088, -1.102929952184238, 0.21639589576002427, -0.18917953130282925, 1731618861506845926, 
-0.021312594413757324, -0.3250916600227356, -0.024209803446693445, -0.3838385218939966, 0.40900182067075197, -0.9384763159843927, 0.2222957737816314, -0.23923860192017032, 1731618861617403203, 
-0.11603635549545288, -0.809887170791626, -0.07826661574947986, -0.5049281779132498, 0.5437819865830459, -0.9285489228616397, 0.22304446131123665, -0.28497349084828655, 1731618861714856831, 
-0.06248605251312256, -0.3922511339187622, -0.07024803307722335, -0.37011520058956227, 0.4495098594036818, -0.8233750447221687, 0.21896162613446804, -0.33687678512623703, 1731618861807708926, 
-0.18750476837158203, 0.3207154870033264, -0.14742288643367885, -0.1237602251875718, 0.19917476501431833, -0.6213649865668218, 0.2127121114074562, -0.3738030277708704, 1731618861908704486, 
0.07992959022521973, 0.386557400226593, -0.008391028499043052, -0.06271001687351133, 0.11507360841404718, -0.5449556830431003, 0.20851037890311305, -0.39077421291143666, 1731618862004788361, 
-0.3337963819503784, 0.678464412689209, -0.21133491869249846, -0.0025567044436533804, 0.00554040382788544, -0.46146535939947475, 0.20628907899389287, -0.39782490007321025, 1731618862116741298, 
-0.20817822217941284, -0.3700588345527649, -0.20484340942407767, -0.11869555082335001, 0.23760778740458008, -0.4995440263969314, 0.20215434001816376, -0.4099858261001348, 1731618862208666485, 
0.026691794395446777, -0.12496411800384521, -0.061316438193154466, -0.13416959066867318, 0.24831342328224548, -0.5403235511604594, 0.19244776080263012, -0.4330306456770061, 1731618862309710299, 
-0.47108495235443115, 0.5619099140167236, -0.3177839845379272, -0.02235666149467307, 0.04947287649128418, -0.4518973441661862, 0.18550930096494123, -0.4469617531146793, 1731618862406290571, 
-0.12475353479385376, -0.6499839425086975, -0.19369688442774521, -0.14594500347647973, 0.2916914256380936, -0.500340396215678, 0.17686493165376543, -0.46348278061813086, 1731618862515832425, 
0.25442779064178467, -0.39268583059310913, 0.08413453394346634, -0.17484835574186827, 0.33529745821468493, -0.5214723567332146, 0.16034296898429626, -0.49067967991441447, 1731618862607674425, 
0.0656539797782898, -0.15973466634750366, 0.07214617128303588, -0.15827053337043534, 0.31137553052344424, -0.5082947048034616, 0.1423487814451208, -0.5170125800665175, 1731618862707714128, 
-0.17810004949569702, -0.25184184312820435, -0.08213003084598577, -0.1684367636996322, 0.3327704669396623, -0.5061650009048821, 0.12287681259867037, -0.5427085031568536, 1731618862807495032, 
-1.2974560260772705, -0.04227042198181152, -0.8337522838846493, -0.11552128367053302, 0.2606987981121167, -0.44312165804788894, 0.1023281457478911, -0.5671500915625934, 1731618862917733130, 
-0.40755772590637207, 0.1949428915977478, -0.5709020630107499, -0.058365034680137554, 0.16113247599479008, -0.36221769894496425, 0.08531735685421386, -0.5854665937124621, 1731618863007675489, 
0.15124094486236572, -0.7311898469924927, -0.12082693657844612, -0.13133902576947445, 0.3393992984108825, -0.3869749477515808, 0.06596418226603754, -0.6050667925753319, 1731618863106864376, 
-0.2601858377456665, -0.4012921452522278, -0.20661231216810125, -0.14373294041484871, 0.3423251861144758, -0.41987252543779663, 0.04037562584388581, -0.6287870582632266, 1731618863207237525, 
-0.38386476039886475, -0.03717166185379028, -0.3175213034751383, -0.08130355241023385, 0.23982386416048046, -0.33901360356627724, 0.01734569402534787, -0.6483250893442162, 1731618863316797647, 
0.28600460290908813, 0.010341405868530273, 0.05476616110042659, -0.05356153316310188, 0.18683730876518695, -0.28667471993196414, -3.9110608464551066e-05, -0.6619804485106687, 1731618863407676958, 
-0.16108590364456177, 0.014173030853271484, -0.07875974837740735, -0.043545388696692354, 0.17946769876545876, -0.24263635738484943, -0.014849150319426489, -0.6729519874192268, 1731618863506858032, 
0.018336176872253418, -0.17567139863967896, -0.01823437163390182, -0.0518060014357784, 0.20432791524815702, -0.25354343469349166, -0.030920261907886003, -0.6842530794474866, 1731618863606951665, 
-0.11463809013366699, 0.11470359563827515, -0.078294553664953, -0.03892843690277817, 0.17194290065698337, -0.22640328128718884, -0.04662945769637449, -0.6946665079354902, 1731618863716801627, 
-0.35751354694366455, -0.38288426399230957, -0.24986320695363834, -0.05928842247534113, 0.21317080009300093, -0.27812637776597504, -0.06387774699194261, -0.705626509674287, 1731618863806907830, 
-0.3660094141960144, -0.0060225725173950195, -0.3219959150984104, -0.03366668987866372, 0.16481764274866256, -0.2042662989058974, -0.08126177939187959, -0.7159441244086809, 1731618863906863212, 
0.35549068450927734, -0.06407380104064941, 0.09686521142736698, -0.022360411656270795, 0.16269604408413094, -0.1374367261487201, -0.09630461710369433, -0.7244084691076121, 1731618864006758909, 
0.4505491256713867, -0.1323058009147644, 0.31555500787497104, -0.02994967499932293, 0.18890280118630481, -0.1585454255375766, -0.11093273476421991, -0.7323571568295258, 1731618864116817143, 
0.013841509819030762, -0.11297464370727539, 0.12898592301171383, -0.03249588726605843, 0.20540112706850802, -0.15820695694245138, -0.12730295280519704, -0.7409345609827639, 1731618864207689807, 
-0.09932374954223633, -0.00843656063079834, -0.012389944714948864, -0.030255982122781768, 0.19537859711031438, -0.15485822178208536, -0.14475435826705804, -0.749719707625717, 1731618864306882866, 
-0.21249490976333618, -0.00034689903259277344, -0.13633199801071305, -0.023822116177865737, 0.17229896583677004, -0.13826035497179925, -0.1614669329382892, -0.7578010726043813, 1731618864407128793, 
-0.07868486642837524, 0.08200931549072266, -0.10084186559179172, -0.01865164018967829, 0.1524475677287108, -0.12234790274168203, -0.17666965452363004, -0.7648822729266347, 1731618864517795259, 
0.2256717085838318, -0.036810994148254395, 0.10111284907776862, -0.016132048065302836, 0.1617135042269523, -0.09975696304659111, -0.19115659829713869, -0.7714072666579848, 1731618864606804797, 
0.11241257190704346, 0.25108927488327026, 0.10781191517047116, -0.010917100943761356, 0.15559228621821428, -0.07016479549924728, -0.20507060140575764, -0.7774815281858142, 1731618864706832286, 
-0.25969362258911133, -0.12159627676010132, -0.11914978618939324, -0.018685784413717217, 0.16494795026337478, -0.11328291369417659, -0.2198352458262659, -0.7838304090549478, 1731618864806904471, 
-0.11579442024230957, 0.011422812938690186, -0.11718653171034271, -0.015209687395002676, 0.14666490022554757, -0.10370366305511794, -0.2346993941829847, -0.7900209719602553, 1731618864917017239, 
0.05673539638519287, -0.08928096294403076, -0.009607242080890963, -0.011760281297829146, 0.14559350512649333, -0.08077476593211817, -0.24863749510205035, -0.7956477306883354, 1731618865007745532, 
0.07515257596969604, 0.27367860078811646, 0.04250921095638934, -0.00874464401283733, 0.13152359712058562, -0.06648726315491449, -0.2613147151137955, -0.8006294435094864, 1731618865106877345, 
0.014156520366668701, 0.2217218279838562, 0.02491265641066778, -0.007328444933234432, 0.13060798680346475, -0.056110235771890976, -0.2733402387233332, -0.805261761550184, 1731618865208265933, 
-0.3912147879600525, -0.11802196502685547, -0.2319882543219727, -0.011939848679312285, 0.1367973040262482, -0.08728131569772242, -0.2864124125652258, -0.8102322529945598, 1731618865317794022, 
0.1481272578239441, -0.1517689824104309, 0.003170684529396617, -0.012755294872490464, 0.13899764218502347, -0.09176626791634027, -0.3000979767364745, -0.8153014263516566, 1731618865408741023, 
0.03889656066894531, -0.15065926313400269, 0.025334511756021808, -0.015256686300791278, 0.14531595923859505, -0.10498975047703633, -0.3134614090585986, -0.8201189035096479, 1731618865506901212, 
-0.22484898567199707, 0.1824476718902588, -0.12950950848402557, -0.007082165997714672, 0.12728004412290156, -0.055642391126735746, -0.32640906374000755, -0.8246106213730785, 1731618865606876825, 
-0.21637248992919922, 0.13239455223083496, -0.18300642923226396, -0.0059198579248365395, 0.12270460184496013, -0.04824479144080029, -0.3390832052934243, -0.8289256905609556, 1731618865716822073, 
0.13547146320343018, 0.021339058876037598, 0.014059834820805306, -0.004740648656047351, 0.12803131514052898, -0.03702725892367776, -0.3515842419388715, -0.8331062640543131, 1731618865807823701, 
0.024844050407409668, -0.3732423782348633, 0.020897995185641685, -0.013035602024035125, 0.13987784944590842, -0.09319275407559127, -0.3643227355132514, -0.8373353002172972, 1731618865906880620, 
-0.08668160438537598, -0.1811661720275879, -0.04555855131775019, -0.014646839404726176, 0.1405130771814102, -0.10423826521012199, -0.37772357459518136, -0.8416588334923294, 1731618866008044896, 
-0.2777547836303711, 0.03409916162490845, -0.18923198451580853, -0.006007681177198334, 0.1190955144727592, -0.05044422708776723, -0.39054279356424165, -0.8456230360012379, 1731618866116989169, 
0.10495948791503906, 0.12454503774642944, -0.00739618847001311, -0.002523861939897036, 0.11013327080083489, -0.022916434984131095, -0.4020577278576443, -0.8491034775878533, 1731618866207800957, 
0.11191749572753906, -0.05972778797149658, 0.06641423631086593, -0.004813108922688679, 0.11715413527540848, -0.041083559802425396, -0.4128649956662875, -0.8523494149570061, 1731618866306914332, 
-0.03488272428512573, -0.06776392459869385, 0.003772323775247971, -0.007587281159506587, 0.11851027664179105, -0.06402213693619069, -0.4239493981874921, -0.8556393548328037, 1731618866401944672, 
-0.22384077310562134, -0.07120287418365479, -0.13687530027034603, -0.006414469104085994, 0.11341555601703213, -0.056557224858314006, -0.43537935155526963, -0.8589527949086851, 1731618866512737532, 
0.10194122791290283, -0.046180009841918945, 0.010679396016119946, -0.004156506726415778, 0.10456890052780123, -0.0397489760859703, -0.44619003686990416, -0.8620105202344192, 1731618866608806116, 
-0.08282619714736938, -0.06761467456817627, -0.047087482234499003, -0.00327850897255517, 0.10413133226344089, -0.03148436595683709, -0.4563280956720068, -0.8648327183457223, 1731618866707127882, 
-0.049751996994018555, -0.09905213117599487, -0.04866536079891992, -0.0039515121817928055, 0.10338747714018742, -0.03822041402978413, -0.4666070579086305, -0.8676610406114034, 1731618866808257670, 
-0.0189744234085083, -0.08408409357070923, -0.030260135104858095, -0.004130083880168054, 0.10267531567685081, -0.040224701068040866, -0.47678333724070915, -0.8704202531947495, 1731618866912911196, 
-0.02091681957244873, 0.2160993218421936, -0.024587629075307302, -0.0020160509492535513, 0.09394816701260846, -0.02145918343444619, -0.48635150904224317, -0.8729656952972559, 1731618867011083795, 
0.14477092027664185, 0.1327100396156311, 0.08011337333922662, -0.0002270875876666429, 0.09853901604427738, -0.002304544908025098, -0.4955783498502936, -0.8753924911685539, 1731618867103145923, 
-0.21791696548461914, 0.4576761722564697, -0.10410289288247958, 0.002575413197533075, 0.09608835141126659, 0.026802553688428685, -0.5049768429020481, -0.877852405588464, 1731618867204324205, 
0.16083860397338867, -0.16731643676757812, 0.0596376009558512, -0.0004256056519723253, 0.09362460680433547, -0.004545873851964918, -0.5143051654869824, -0.8803284993615853, 1731618867312148744, 
0.12291955947875977, 0.05055028200149536, 0.09868589374025288, 0.0009465469081072595, 0.09786064561942164, 0.009672395906607484, -0.5231465063332914, -0.8826684655373097, 1731618867411910420, 
0.11396127939224243, -0.2617131471633911, 0.10793092500978721, -0.0013449214095573791, 0.09667977252120483, -0.013911094063263303, -0.5319250558299686, -0.8850081346324112, 1731618867502318784, 
-0.06378525495529175, -0.12398213148117065, 0.0017109298084131697, -0.0012234593938042423, 0.09672249032678427, -0.012649171766263378, -0.5409127814031871, -0.8873903456620168, 1731618867603028842, 
0.020982086658477783, -0.07052665948867798, 0.013556933758942407, -0.001347668253213228, 0.09370164144707603, -0.014382546905268563, -0.5500439705521373, -0.8897986423372085, 1731618867712266822, 
-0.06172424554824829, 0.3538249731063843, -0.03305551851709563, 0.0009677275517621356, 0.08769530072686588, 0.011035112984858807, -0.5587920218365614, -0.8920843024447221, 1731618867812214257, 
0.052298665046691895, -0.14533764123916626, 0.01969092977458061, -0.00031421241349316036, 0.08667810988315482, -0.003625049206965056, -0.5672709365101154, -0.8943132804857282, 1731618867902426803, 
-0.007590651512145996, -0.2502743601799011, 0.002811224141329973, -0.0017577545021846528, 0.08671109229613012, -0.0202713915329504, -0.5755855460024119, -0.8965015017977398, 1731618868003351785, 
-0.06841391324996948, -0.20430737733840942, -0.041158561982025235, -0.0033233308123064662, 0.08774628024513424, -0.03787432131621048, -0.5841386889793055, -0.8987400730663523, 1731618868111955223, 
0.01561284065246582, 0.37810295820236206, -0.006253136711436853, 0.0006503254037525077, 0.07470986906278099, 0.008704678671113977, -0.5920091844689103, -0.9007540006232935, 1731618868206860625, 
0.07645386457443237, -0.38248682022094727, 0.044817127172220875, -0.0010547233017688179, 0.07392105575794461, -0.014268239149918559, -0.5990991564535191, -0.9025806329101377, 1731618868306932846, 
-0.19683808088302612, -0.41595786809921265, -0.10439431675561726, -0.0019304813153957143, 0.07924416507719345, -0.02436117931856801, -0.6067078673345058, -0.9045332779001586, 1731618868408363408, 
0.12159782648086548, -0.012624502182006836, 0.03526195431624489, -0.002735544015184515, 0.07484702825347928, -0.036548465303395034, -0.614377065185469, -0.9064844318675761, 1731618868516848340, 
0.09743154048919678, 0.17620187997817993, 0.0735722022953042, -0.00042809247903966035, 0.07365070475265595, -0.005812469554464416, -0.6212529440296267, -0.9081990277150637, 1731618868607743213, 
-0.0008757114410400391, -0.19686269760131836, 0.027529243210907862, -0.002268861292325166, 0.07686255207581123, -0.029518422574459118, -0.6282749395069822, -0.9099519951451939, 1731618868657814967, 
-0.07728517055511475, 0.024123013019561768, -0.0372434390707043, -0.0022565830305244917, 0.07677905015732311, -0.029390608843176225, -0.6357410053464579, -0.911793384436998, 1731618868802988975, 
0.009790778160095215, -0.036194443702697754, -0.00817805425474566, -0.00026709948322171777, 0.07430289547036023, -0.0035947385566995164, -0.6431981414265283, -0.9136021501252695, 1731618868916938426, 
-0.07150101661682129, -0.1345921754837036, -0.04731198119890491, -0.0005393049785545762, 0.07165671565885975, -0.007526230773987416, -0.6504149995343219, -0.9153501853030137, 1731618869007737482, 
-0.09043234586715698, 0.15627741813659668, -0.07391305351576985, 0.00027568821781985195, 0.06848151221383028, 0.004025732039313451, -0.6575445418164181, -0.9170686476519575, 1731618869106907213, 
0.17662858963012695, 0.07072603702545166, 0.08093202342236558, 0.0010662063543485465, 0.06884956285944922, 0.015486029396077938, -0.6642515431833449, -0.9186845561918566, 1731618869203469397, 
-0.050009965896606445, -0.07184797525405884, -0.00017901439515369266, -0.0006068602358134506, 0.062088872022682554, -0.009774057992094782, -0.6702719068945386, -0.9201510866989194, 1731618869317877844, 
-0.14744627475738525, 0.10431677103042603, -0.09108183547202824, 1.6979328215070764e-05, 0.06424392803186957, 0.000264294677103925, -0.6766780986936184, -0.9217025206953048, 1731618869407738574, 
0.349592387676239, -0.07327872514724731, 0.18122529726876696, 0.00045662704977536767, 0.0659723494625867, 0.006921491405036643, -0.6828419952804204, -0.9231936532956428, 1731618869506985158, 
-0.14082199335098267, 0.12323790788650513, -0.017894689179313306, 0.0005103969727082181, 0.06932762949780187, 0.0073621004555535965, -0.688902003625474, -0.9246638556673301, 1731618869603824683, 
-0.01478874683380127, 0.002236306667327881, -0.016109140833794465, 0.0004021975436235377, 0.05974430323100442, 0.006731981492334427, -0.6951671166817537, -0.926188995659588, 1731618869717861380, 
0.4340846538543701, 0.07673007249832153, 0.2619482172223267, 0.0001857897549693856, 0.06142122188013216, 0.0030248462873624917, -0.7004247468538979, -0.9274737949843801, 1731618869807745167, 
-0.20005393028259277, -0.1690245270729065, -0.02363569039168234, 0.0006304951186803045, 0.07051332161796314, 0.008941503594119257, -0.7061309660298312, -0.9288680604996105, 1731618869906930878, 
